PooledFundId,PooledFundName,PooledFundCodeAbbrv,ContributionCode,FiscalYear,DonorName,DonorCode,GMSDonorID,GMSDonorName,CountryCode,PledgeDate,PledgeAmt,PipeLineDate,PaidDate, PaidAmt ,ExpectedDate,PledgeAmtLocalCurrency,PledgeAmtCurrencyExchangeRate,PaidAmtLocalCurrency,PaidAmtCurrencyExchangeRate, PledgeAmtLocal , PaidAmtLocal 
54,Haiti,HTI54,ERF/O369/2920/4781/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,1000,16-02-10,28-01-10,"1,000.00",01-01-01,USD,1,USD,1,"1,000","1,000"
54,Haiti,HTI54,ERF/O369/2925/4786/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,20671,16-02-10,18-02-10,"20,671.00",01-01-01,USD,1,USD,1,"20,671","20,671"
54,Haiti,HTI54,ERF/O369/2928/4791/2010,2010,Afghanistan,26,26,Afghanistan,AF,01-01-00,200000,11-02-10,12-02-10,"200,000.00",01-01-01,USD,1,USD,1,"200,000","200,000"
54,Haiti,HTI54,ERF/O369/2929/4792/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,14636.89,19-02-10,12-02-10,"14,636.89",01-01-01,USD,1,USD,1,"14,637","14,637"
54,Haiti,HTI54,ERF/O369/2930/4810/2010,2010,Government of Azerbaijan,3,5,Azerbaijan,AZ,01-01-00,500000,18-02-10,02-03-10,"499,978.00",01-01-01,USD,1,USD,1,"500,000","499,978"
54,Haiti,HTI54,ERF/O369/2931/4793/2010,2010,Mongolia,77,77,Mongolia,MN,01-01-00,20000,09-02-10,09-02-10,"20,000.00",01-01-01,USD,1,USD,1,"20,000","20,000"
54,Haiti,HTI54,ERF/O369/2935/4797/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,3220,08-02-10,08-03-10,"3,220.00",01-01-01,USD,1,USD,1,"3,220","3,220"
54,Haiti,HTI54,ERF/O369/2936/4798/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,284494.05,24-02-10,17-02-10,"284,494.05",01-01-01,USD,1,USD,1,"284,494","284,494"
54,Haiti,HTI54,ERF/O369/2948/4809/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,30000,01-03-10,10-03-10,"30,000.00",01-01-01,USD,1,USD,1,"30,000","30,000"
54,Haiti,HTI54,ERF/O369/2949/4811/2010,2010,Armenia,30,30,Armenia,AM,01-01-00,100000,03-03-10,08-03-10,"100,000.00",01-01-01,USD,1,USD,1,"100,000","100,000"
54,Haiti,HTI54,ERF/O369/2950/4812/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,100,03-03-10,08-03-10,100,01-01-01,USD,1,USD,1,100,100
54,Haiti,HTI54,ERF/O369/2953/4816/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,2100,03-03-10,03-03-10,"2,100.00",01-01-01,USD,1,USD,1,"2,100","2,100"
54,Haiti,HTI54,ERF/O369/2977/4851/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,5762.52,11-03-10,09-03-10,"5,762.52",01-01-01,USD,1,USD,1,"5,763","5,763"
54,Haiti,HTI54,ERF/O369/2978/4852/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,618150.38,12-03-10,08-03-10,"618,150.38",01-01-01,USD,1,USD,1,"618,150","618,150"
54,Haiti,HTI54,ERF/O369/2982/4865/2010,2010,Indonesia,57,57,Indonesia,ID,01-01-00,50000,15-03-10,10-03-10,"50,000.00",01-01-01,USD,1,USD,1,"50,000","50,000"
54,Haiti,HTI54,ERF/O369/2998/4887/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,300,23-03-10,23-03-10,300,01-01-01,USD,1,USD,1,300,300
54,Haiti,HTI54,ERF/O369/2999/4888/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,1000,23-03-10,23-03-10,"1,000.00",01-01-01,USD,1,USD,1,"1,000","1,000"
54,Haiti,HTI54,ERF/O369/3006/4895/2010,2010,Sierra Leone,92,92,Sierra Leone,SL,01-01-00,100000,26-03-10,16-03-10,"100,000.00",01-01-01,USD,1,USD,1,"100,000","100,000"
54,Haiti,HTI54,ERF/O369/3015/4905/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,9812.48,08-04-10,19-03-10,"9,812.48",01-01-01,USD,1,USD,1,"9,812","9,812"
54,Haiti,HTI54,ERF/O369/3016/4906/2010,2010,Equatorial Guinea,48,48,Equatorial Guinea,GQ,01-01-00,1999977,25-03-10,08-04-10,"1,999,977.00",01-01-01,USD,1,USD,1,"1,999,977","1,999,977"
54,Haiti,HTI54,ERF/O369/3021/4911/2010,2010,Viet Nam,116,116,Viet Nam,VN,24-03-10,80000,08-03-10,19-04-10,"80,000.00",01-01-01,USD,1,USD,1,"80,000","80,000"
54,Haiti,HTI54,ERF/O369/3032/4923/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,3032.71,21-04-10,08-03-10,"3,032.71",01-01-01,USD,1,USD,1,"3,033","3,033"
54,Haiti,HTI54,ERF/O369/3041/4970/2010,2010,"Congo, Republic of",43,43,"Congo, Republic of",CG,01-01-00,950000,21-04-10,16-04-10,"950,000.00",01-01-01,USD,1,USD,1,"950,000","950,000"
54,Haiti,HTI54,ERF/O369/3047/4997/2010,2010,Madagascar,68,68,Madagascar,MG,01-01-00,5000,29-04-10,01-02-10,"5,000.00",01-01-01,USD,1,USD,1,"5,000","5,000"
54,Haiti,HTI54,ERF/O369/3053/4989/2010,2010,Nigeria,82,82,Nigeria,NG,01-01-00,1001000,27-04-10,05-05-10,"1,001,000.00",01-01-01,USD,1,USD,1,"1,001,000","1,001,000"
54,Haiti,HTI54,ERF/O369/3054/4990/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,78784.25,27-04-10,05-05-10,"78,784.25",01-01-01,USD,1,USD,1,"78,784","78,784"
54,Haiti,HTI54,ERF/O369/3058/4994/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,420,04-05-10,05-05-10,420,01-01-01,USD,1,USD,1,420,420
54,Haiti,HTI54,ERF/O369/3061/4998/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,10000,07-05-10,30-04-10,"10,000.00",01-01-01,USD,1,USD,1,"10,000","10,000"
54,Haiti,HTI54,ERF/O369/3062/5138/2010,2010,Burundi,38,38,Burundi,BI,01-01-00,161186.14,10-05-10,05-05-10,"161,186.14",01-01-01,USD,1,USD,1,"161,186","161,186"
54,Haiti,HTI54,ERF/O369/3063/5268/2010,2010,Kenya,62,62,Kenya,KE,01-01-00,1987.33,14-04-10,09-04-10,"1,987.33",01-01-01,USD,1,USD,1,"1,987","1,987"
54,Haiti,HTI54,ERF/O369/3064/4999/2010,2010,Brazil,36,36,Brazil,BR,01-01-00,384900,07-05-10,09-04-10,"384,865.00",01-01-01,USD,1,USD,1,"384,900","384,865"
54,Haiti,HTI54,ERF/O369/3065/5000/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,1114.88,05-05-10,05-05-10,"1,114.88",01-01-01,USD,1,USD,1,"1,115","1,115"
54,Haiti,HTI54,ERF/O369/3106/5056/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,1669.35,08-06-10,10-06-10,"1,669.35",01-01-01,USD,1,USD,1,"1,669","1,669"
54,Haiti,HTI54,ERF/O369/3123/5079/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,433.24,22-06-10,18-06-10,433.24,01-01-01,USD,1,USD,1,433,433
54,Haiti,HTI54,ERF/O369/3132/5105/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,143.7,28-05-10,14-06-10,143.7,01-01-01,USD,1,USD,1,144,144
54,Haiti,HTI54,ERF/O369/3143/5128/2010,2010,Uganda,100,100,Uganda,UG,01-01-00,100000,01-07-10,08-07-10,"100,000.00",01-01-01,USD,1,USD,1,"100,000","100,000"
54,Haiti,HTI54,ERF/O369/3146/5137/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,109510.15,09-07-10,09-07-10,"109,510.15",01-01-01,USD,1,USD,1,"109,510","109,510"
54,Haiti,HTI54,ERF/O369/3149/5141/2010,2010,Brazil,36,36,Brazil,BR,01-01-00,39931.8,07-06-10,07-06-10,"39,931.80",01-01-01,USD,1,USD,1,"39,932","39,932"
54,Haiti,HTI54,ERF/O369/3150/5142/2010,2010,Brazil,36,36,Brazil,BR,01-01-00,738690.57,09-06-10,09-06-10,"738,690.57",01-01-01,USD,1,USD,1,"738,691","738,691"
54,Haiti,HTI54,ERF/O369/3159/5162/2010,2010,IRISH AID,23,13,Ireland,IE,11-08-10,131061.6,09-08-10,01-09-10,"127,064.80",01-01-01,EUR,0.76,EUR,0.79,"100,000","100,000"
54,Haiti,HTI54,ERF/O369/3176/5216/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,9176.18,20-08-10,20-08-10,"9,176.18",01-01-01,USD,1,USD,1,"9,176","9,176"
54,Haiti,HTI54,ERF/O369/3217/5274/2010,2010,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,01-01-00,3405.81,02-09-10,02-09-10,"3,405.81",01-01-01,USD,1,USD,1,"3,406","3,406"
54,Haiti,HTI54,ERF/O369/3222/5281/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,2329.19,31-03-10,06-09-10,"2,329.19",01-01-01,USD,1,USD,1,"2,329","2,329"
54,Haiti,HTI54,ERF/O369/3238/5337/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,682.15,14-10-10,15-11-10,682.15,01-01-01,USD,1,USD,1,682,682
54,Haiti,HTI54,ERF/O369/3241/5340/2010,2010,Brunei Darussalam,37,37,Brunei Darussalam,BN,01-01-00,2543.83,20-10-10,11-08-10,"2,543.83",01-01-01,USD,1,USD,1,"2,544","2,544"
54,Haiti,HTI54,ERF/O369/3264/5401/2010,2010,Slovenia,95,95,Slovenia,SI,01-01-00,277777.78,22-11-10,22-11-10,"277,777.78",01-01-01,EUR,0.72,EUR,0.72,"200,000","200,000"
54,Haiti,HTI54,ERF/O369/3282/5455/2010,2010,Private Contributions,1011,,Private Contributions,UNF,01-01-00,20,03-12-10,03-12-10,20,01-01-01,USD,1,USD,1,20,20
54,Haiti,HTI54,ERF/O369/3405/5680/2011,2011,Moldova,75,75,Moldova,MD,01-01-00,10308.64,10-03-11,27-10-10,"10,308.64",01-01-01,USD,1,USD,1,"10,309","10,309"
54,Haiti,HTI54,ERF/O369/3426/5728/2011,2011,Brunei Darussalam,37,37,Brunei Darussalam,BN,01-01-00,61337.58,23-03-11,18-01-11,"61,337.58",01-01-01,USD,1,USD,1,"61,338","61,338"
54,Haiti,HTI54,ERF/O369/3431/5803/2011,2011,"Congo, Republic of",43,43,"Congo, Republic of",CG,01-01-00,400000,28-03-11,15-03-11,"400,000.00",01-01-01,USD,1,USD,1,"400,000","400,000"
54,Haiti,HTI54,ERF/O369/3807/6274/2012,2012,Private Contributions,1011,,Private Contributions,UNF,01-01-00,302.04,09-02-12,29-11-11,302.04,01-01-01,USD,1,USD,1,302,302
54,Haiti,HTI54,ERF/O369/4059/6756/2013,2013,Private Contributions,1011,,Private Contributions,UNF,01-01-00,200,18-01-13,23-01-13,200,01-01-01,USD,1,USD,1,200,200
54,Haiti,HTI54,ERF/O369/4183/6935/2013,2013,Government of Spain,15,21,Spain,ES,22-07-13,325945.24,10-07-13,18-09-13,"331,125.83",01-01-01,EUR,0.77,EUR,0.76,"250,000","250,000"
54,Haiti,HTI54,ERF/O369/4193/6960/2013,2013,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,27-08-13,1908396.95,19-08-13,27-08-13,"1,908,396.95",01-01-01,GBP,0.66,GBP,0.66,"1,250,000","1,250,000"
54,Haiti,HTI54,ERF/O369/4270/7185/2013,2013,Sida,20,22,Sweden,SE,19-12-13,762078.95,04-12-13,17-12-13,"757,699.97",01-01-01,SEK,6.56,SEK,6.6,"5,000,000","5,000,062"
54,Haiti,HTI54,ERF/3416/4506/7567/2014,2014,Sida,20,22,Sweden,SE,29-08-14,1450326.32,27-06-14,18-07-14,"1,457,500.10",01-01-01,SEK,6.64,SEK,6.86,"10,000,000","9,999,908"
54,Haiti,HTI54,ERF/3416/4603/7665/2014,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,27-10-14,1623376.62,14-10-14,22-10-14,"1,659,000.00",01-01-01,GBP,0.62,GBP,0.6,"1,000,000","1,000,377"
54,Haiti,HTI54,ERF/3416/4783/7951/2015,2015,Sida,20,22,Sweden,SE,25-03-15,581462.96,23-03-15,21-04-15,"596,302.92",01-01-01,SEK,8.6,SEK,8.38,"5,000,000","5,000,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/76173/82716/2024,2024,United States,102,102,United States,US,15-07-24,1500000,14-03-24,16-08-24,"1,500,000.00",01-01-01,USD,1,USD,1,"1,500,000","1,500,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/76629/83266/2024,2024,EUROPEAN UNION,105,105,European Commission,EU,29-05-24,539956.8,22-04-24,08-07-24,"535,905.68",01-01-01,EUR,0.93,EUR,0.93,"500,000","500,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/76638/83264/2024,2024,Government of Spain,15,21,Spain,ES,25-09-24,550660.79,25-04-24,11-09-24,"554,323.73",01-01-01,EUR,0.93,EUR,0.9,"500,000","500,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77149/83828/2024,2024,IRISH AID,23,13,Ireland,IE,10-07-24,535905.68,21-06-24,18-07-24,"544,662.31",01-01-01,EUR,0.92,EUR,0.92,"500,000","500,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77151/83833/2024,2024,Government of Canada,119,7,Canada,CA,05-07-24,365497.08,21-06-24,11-07-24,"365,969.34",01-01-01,CAD,1.37,CAD,1.37,"500,000","499,914"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77184/83876/2024,2024,Government of Germany,7,11,Germany,DE,19-09-24,1420704.85,31-07-24,24-10-24,"1,411,378.56",01-01-01,EUR,0.92,EUR,0.91,"1,290,000","1,290,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77333/84084/2024,2024,Government of Switzerland,16,24,Switzerland,CH,27-11-24,1064552.66,11-11-24,04-12-24,"1,065,759.64",01-01-01,CHF,0.87,CHF,0.88,"940,000","940,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77353/84111/2024,2024,Government of Republic of Korea,14,63,Republic of Korea,KR,21-11-24,2000000,21-11-24,06-12-24,"2,000,000.00",01-01-01,USD,1,USD,1,"2,000,000","2,000,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77354/84114/2024,2024,Government of Luxembourg,10,15,Luxembourg,LU,02-12-24,263713.08,21-11-24,03-12-24,"263,713.08",01-01-01,EUR,0.94,EUR,0.95,"250,000","250,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77531/84361/2025,2025,Government of Luxembourg,10,15,Luxembourg,LU,04-03-25,260416.67,18-02-25,28-02-25,"258,531.54",01-01-01,EUR,0.97,EUR,0.97,"250,000","250,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77581/84440/2025,2025,Government of Spain,15,21,Spain,ES,20-06-25,573394.5,18-03-25,11-06-25,"567,536.89",01-01-01,EUR,0.92,EUR,0.88,"500,000","500,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77583/84456/2025,2025,Government of Canada,119,7,Canada,CA,01-05-25,360750.36,19-03-25,02-06-25,"363,512.11",01-01-01,CAD,1.44,CAD,1.38,"500,000","499,829"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77590/84487/2025,2025,IRISH AID,23,13,Ireland,IE,30-05-25,1114827.2,21-03-25,06-06-25,"1,135,073.78",01-01-01,EUR,0.92,EUR,0.88,"1,000,000","1,000,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77595/84492/2025,2025,Malta,71,71,Malta,MT,26-03-25,43572.98,24-03-25,30-06-25,"46,838.41",01-01-01,EUR,0.92,EUR,0.85,"40,000","40,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77626/85189/2025,2025,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,16-04-25,324.52,17-04-25,16-04-25,324.52,01-01-01,USD,1,USD,1,325,325
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77680/85210/2025,2025,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,30-06-25,1349.29,02-07-25,30-06-25,"1,349.29",01-01-01,USD,1,USD,1,"1,349","1,349"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77760/85026/2025,2025,Government of Luxembourg,10,15,Luxembourg,LU,17-12-25,586854.46,10-10-25,08-12-25,"579,374.28",01-01-01,EUR,0.85,EUR,0.86,"500,000","500,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77771/84886/2025,2025,Government of Germany,7,11,Germany,DE,08-12-25,579374.28,17-10-25,17-12-25,"586,854.46",01-01-01,EUR,0.87,EUR,0.85,"500,000","500,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77809/85235/2025,2025,"UN, NGOs and other entities",106,106,UN and Other Agencies,UN,04-11-25,3925.6,04-11-25,04-11-25,"3,925.60",01-01-01,USD,1,USD,1,"3,926","3,926"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77871/85013/2025,2025,Government of Switzerland,16,24,Switzerland,CH,06-12-25,1315136.48,03-12-25,12-12-25,"1,315,136.48",01-01-01,CHF,0.81,CHF,0.81,"1,060,000","1,060,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77963/85147/2025,2025,Portugal,86,86,Portugal,PT,22-12-25,70422.54,22-12-25,29-12-25,"70,422.54",01-01-01,EUR,0.85,EUR,0.85,"60,000","60,000"
88,Haiti (RhPF-LAC),HTI88,ERF/H_RHPF_LAC/77584/84474/2025,2026,Government of Canada,119,7,Canada,CA,01-05-25,108225.11,01-05-25,01-01-01, -   ,01-01-01,CAD,1.44,CAD,0,"150,000", -   
72,Iraq,IRQ72,ERF/3884/4924/8184/2015,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,05-08-15,14062500,03-07-15,12-08-15,"14,062,500.00",01-01-01,GBP,0.64,GBP,0.64,"9,000,000","9,000,000"
72,Iraq,IRQ72,ERF/3884/4925/8186/2015,2015,Sida,20,22,Sweden,SE,20-07-15,943841.43,03-07-15,28-07-15,"943,600.59",01-01-01,SEK,8.3,SEK,8.48,"8,000,000","7,999,846"
72,Iraq,IRQ72,ERF/3884/4929/8193/2015,2015,Government of Netherlands,11,16,Netherlands,NL,20-08-15,4371584.7,03-07-15,17-09-15,"4,499,437.57",01-01-01,EUR,0.89,EUR,0.89,"4,000,000","4,000,000"
72,Iraq,IRQ72,ERF/3884/4932/8196/2015,2015,Government of Germany,7,11,Germany,DE,04-08-15,2732240.44,17-06-15,27-08-15,"2,732,240.44",01-01-01,EUR,0.92,EUR,0.92,"2,500,000","2,500,000"
72,Iraq,IRQ72,ERF/3884/4933/8197/2015,2015,Government of Germany,7,11,Germany,DE,04-08-15,2732240.44,17-06-15,02-10-15,"2,805,836.14",01-01-01,EUR,0.92,EUR,0.89,"2,500,000","2,500,000"
72,Iraq,IRQ72,ERF/3884/5025/8314/2015,2015,IRISH AID,23,13,Ireland,IE,26-10-15,1122334.46,26-10-15,11-11-15,"1,096,491.23",01-01-01,EUR,0.89,EUR,0.91,"1,000,000","1,000,000"
72,Iraq,IRQ72,ERF/3884/5028/8321/2015,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,01-12-15,15060240.96,03-11-15,27-11-15,"15,290,519.88",01-01-01,GBP,0.65,GBP,0.65,"10,000,000","10,000,000"
72,Iraq,IRQ72,ERF/3884/5044/8338/2015,2015,Government of Netherlands,11,16,Netherlands,NL,01-12-15,15608465.61,26-11-15,25-11-15,"16,173,245.61",01-01-01,EUR,0.91,EUR,0.91,"14,750,000","14,750,000"
72,Iraq,IRQ72,ERF/3884/5112/8477/2016,2016,Sida,20,22,Sweden,SE,16-03-16,2027913.63,16-03-16,18-03-16,"2,058,632.02",01-01-01,SEK,8.38,SEK,8.26,"17,000,000","17,000,183"
72,Iraq,IRQ72,ERF/3884/5162/8630/2016,2016,Government of Germany,7,11,Germany,DE,13-04-16,5662514.16,13-04-16,19-04-16,"5,636,978.58",01-01-01,EUR,0.88,EUR,0.89,"5,000,000","5,000,000"
72,Iraq,IRQ72,ERF/3884/5227/8740/2016,2016,Government of Netherlands,11,16,Netherlands,NL,09-05-16,6802721.09,03-05-16,09-05-16,"6,802,721.09",01-01-01,EUR,0.88,EUR,0.88,"6,000,000","6,000,000"
72,Iraq,IRQ72,ERF/3884/5285/8860/2016,2016,Sida,20,22,Sweden,SE,14-07-16,586166.47,14-07-16,28-07-16,"577,883.73",01-01-01,SEK,8.53,SEK,8.65,"5,000,000","4,999,850"
72,Iraq,IRQ72,ERF/3884/5287/8875/2016,2016,Government of Belgium,4,6,Belgium,BE,09-09-16,3344481.61,09-09-16,20-10-16,"3,311,258.28",01-01-01,EUR,0.9,EUR,0.91,"3,000,000","3,000,000"
72,Iraq,IRQ72,ERF/3884/5295/8886/2016,2016,Government of Germany,7,11,Germany,DE,27-07-16,5549389.57,27-07-16,09-08-16,"5,549,389.57",01-01-01,EUR,0.9,EUR,0.9,"5,000,000","5,000,000"
72,Iraq,IRQ72,ERF/3884/5307/8904/2016,2016,Government of Australia,2,3,Australia,AU,12-08-16,1504890.9,12-08-16,19-08-16,"1,518,213.43",01-01-01,AUD,1.33,AUD,1.32,"2,000,000","1,999,487"
72,Iraq,IRQ72,ERF/3884/5312/8910/2016,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,22-08-16,25940337.22,22-08-16,25-08-16,"25,940,337.22",01-01-01,GBP,0.77,GBP,0.77,"20,000,000","20,000,000"
72,Iraq,IRQ72,ERF/3884/5323/8921/2016,2016,United States,102,102,United States,US,23-08-16,5000000,23-08-16,28-10-16,"5,000,000.00",01-01-01,USD,1,USD,1,"5,000,000","5,000,000"
72,Iraq,IRQ72,ERF/3884/5327/8929/2016,2016,Sida,20,22,Sweden,SE,22-09-16,1169864.3,22-09-16,30-09-16,"1,154,850.04",01-01-01,SEK,8.55,SEK,8.66,"10,000,000","9,999,847"
72,Iraq,IRQ72,ERF/3884/5333/8945/2016,2016,IRISH AID,23,13,Ireland,IE,21-09-16,1672240.8,21-09-16,28-09-16,"1,672,240.80",01-01-01,EUR,0.9,EUR,0.9,"1,500,000","1,500,000"
72,Iraq,IRQ72,ERF/3884/5334/8952/2016,2016,Government of Canada,119,7,Canada,CA,03-11-16,373692.08,03-11-16,08-11-16,"374,930.36",01-01-01,CAD,1.34,CAD,1.33,"500,000","500,157"
72,Iraq,IRQ72,ERF/3884/5349/8976/2016,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,19-10-16,9756097.56,19-10-16,25-10-16,"9,756,097.56",01-01-01,GBP,0.82,GBP,0.82,"8,000,000","8,000,000"
72,Iraq,IRQ72,ERF/3884/5350/8977/2016,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,19-10-16,8536585.37,19-10-16,19-12-16,"8,750,000.00",01-01-01,GBP,0.82,GBP,0.8,"7,000,000","7,000,000"
72,Iraq,IRQ72,ERF/3884/5367/9004/2016,2016,Government of Netherlands,11,16,Netherlands,NL,28-11-16,4673913.04,28-11-16,16-11-16,"4,673,913.04",01-01-01,EUR,0.92,EUR,0.92,"4,300,000","4,300,000"
72,Iraq,IRQ72,ERF/3884/5406/9068/2016,2016,Government of Germany,7,11,Germany,DE,16-12-16,4798441.2,16-12-16,20-12-16,"4,798,441.20",01-01-01,EUR,0.94,EUR,0.94,"4,520,132","4,520,132"
72,Iraq,IRQ72,ERF/3884/5407/9070/2016,2016,Government of Norway,12,17,Norway,NO,28-11-16,2380668.97,28-11-16,05-12-16,"2,364,836.86",01-01-01,NOK,8.4,NOK,8.46,"20,000,000","19,999,425"
72,Iraq,IRQ72,ERF/3884/5436/9158/2016,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,15-12-16,5625000,15-12-16,16-12-16,"5,625,000.00",01-01-01,GBP,0.8,GBP,0.8,"4,500,000","4,500,000"
72,Iraq,IRQ72,ERF/3884/5441/9163/2016,2016,IRISH AID,23,13,Ireland,IE,13-12-16,1061571.13,13-12-16,22-12-16,"1,061,571.13",01-01-01,EUR,0.94,EUR,0.94,"1,000,000","1,000,000"
72,Iraq,IRQ72,ERF/3884/5443/9165/2016,2016,Government of Cyprus,45,45,Cyprus,CY,15-12-16,10615.71,15-12-16,15-12-16,"10,615.71",01-01-01,EUR,0.94,EUR,0.94,"10,000","10,000"
72,Iraq,IRQ72,ERF/3884/5448/9177/2016,2016,Government of Norway,12,17,Norway,NO,27-12-16,1985981.31,20-12-16,27-12-16,"1,973,469.88",01-01-01,NOK,8.56,NOK,8.61,"17,000,000","16,999,470"
72,Iraq,IRQ72,ERF/3884/5455/9187/2016,2016,Government of Denmark,5,8,Denmark,DK,22-12-16,3567351.6,22-12-16,10-01-17,"3,553,457.72",01-01-01,DKK,7.01,DKK,7.04,"25,000,000","24,998,575"
72,Iraq,IRQ72,ERF/3884/5510/9349/2017,2017,Sida,20,22,Sweden,SE,10-02-17,2032979.44,10-02-17,17-02-17,"2,018,141.98",01-01-01,SEK,8.85,SEK,8.92,"18,000,000","17,999,808"
72,Iraq,IRQ72,ERF/3884/5524/9368/2017,2017,Government of Netherlands,11,16,Netherlands,NL,31-03-17,5336179.3,31-03-17,30-03-17,"5,336,179.30",01-01-01,EUR,0.94,EUR,0.94,"5,000,000","5,000,000"
72,Iraq,IRQ72,ERF/3884/5531/9381/2017,2017,Government of Belgium,4,6,Belgium,BE,10-07-17,3412969.28,10-07-17,13-10-17,"3,537,735.85",01-01-01,EUR,0.88,EUR,0.85,"3,000,000","3,000,000"
72,Iraq,IRQ72,ERF/3884/5335/8953/2016,2017,Government of Canada,119,7,Canada,CA,03-11-16,373692.08,03-11-16,26-05-17,"369,691.51",01-01-01,CAD,1.34,CAD,1.35,"500,000","499,823"
72,Iraq,IRQ72,ERF/3884/5600/9514/2017,2017,Government of Germany,7,11,Germany,DE,30-05-17,5428881.65,30-05-17,14-06-17,"5,599,104.14",01-01-01,EUR,0.92,EUR,0.89,"5,000,000","5,000,000"
72,Iraq,IRQ72,ERF/3884/5624/9539/2017,2017,IRISH AID,23,13,Ireland,IE,25-04-17,2123142.25,25-04-17,03-05-17,"2,171,552.66",01-01-01,EUR,0.94,EUR,0.92,"2,000,000","2,000,000"
72,Iraq,IRQ72,ERF/3884/5634/9559/2017,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,03-05-17,12886597.94,03-05-17,18-05-17,"12,886,597.94",01-01-01,GBP,0.78,GBP,0.78,"10,000,000","10,000,000"
72,Iraq,IRQ72,ERF/3884/5682/9617/2017,2017,Government of Germany,7,11,Germany,DE,30-05-17,5428881.65,30-05-17,21-08-17,"5,903,187.72",01-01-01,EUR,0.92,EUR,0.85,"5,000,000","5,000,000"
